style,color,status,location,cost,availableDate,price1,price2,price3,price4,price5,userName,userTime,season,ohs,orders,its,pos,division,grp,lot,leadTime,vendorPartNo,shrinkWidth,shrinkHeight,width,cost1,cost2,avgCost,stdCost,vendorColor1,vendorColor2,vendorColor3,actualWidth,active,fabContent,vendDesign1,vendDesign2,vendDesign3,required,atc,uom1,subdivision,type,sizeCat,descript,category,vendor1,vendorPart1,vendor2,vendorPart2,vendor3,vendorPart3,uom2,uom3,updateUser,updateTime,impCat,memo,ldp,customer,fabricType,reserve,reOrderLevel,lstCost,currency1,currency2,currency3,asRaw,id,rawMatType,defaultBomCost,noneInventory,weight,sgtRetailPrice,originalProjection,cost3,uom,lowestNo,bomCost1,bomCost2,bomCost3,bomCost4,bomCost5,allocs,picks,ships,user1,user2,user3,user4,body,bundle,packChk,subStyle,packSizecat,subColor,processType,defBoxType,defQtyPerBox,qtyPerBag,designer,dummy1,lastSoDate,lastPoDate,lastInvoiceDate,lastReceiveDate,userDate,binLocation,binLocation2,receivedQty,subCategory,colorDesc,costSheet,reference1,reference2,totalInvQty,startSellDate,lastEta,webYn,activeYn,userDate1,userDate2,userDate3,firstEta,warehouse,coo,aaqty,otsqty,atsqty,processCutQty,user5,user6,createdDate,fob,ddp,poMemo,ciMemo,fabContentDesc,fg,hsTariffNo,totalQty,invQty,balQty,allocOpen,pickOpen,sosOpen,firstShip,lastShip,imageURL
EVD1072,"DARK BROWN",ACTIVE,,0.0000,,35.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,6.00,0.00,42.00,"ELEVATOR DISCO","26 SEP",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CAMILLA POLKA MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-27 10:39:31",,,0.0000,,"PRINTED SATIN",,,,,,,N,1088,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-02-25 00:00:00","2026-04-27 00:00:00",,,,,,,,"DARK BROWN",0,,,,,,0,0,,,,,,,0.00,-6.00,36.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1072PL,"DARK BROWN",ACTIVE,,0.0000,,37.5000,0.0000,0.0000,0.0000,0.0000,adrian,"2026-04-20 14:03:16",FW26,0.00,60.00,0.00,60.00,"ELEVATOR DISCO","26 SEP",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PL,"CAMILLA POLKA MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-08 09:41:09",Import,,0.0000,,,,,,,,,N,1223,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,"2026-03-18 00:00:00","2026-04-27 00:00:00",,,,,,,,"DARK BROWN",0,,,,"2026-04-20 14:02:08",,0,0,,,,,,,0.00,-60.00,0.00,0.00,,,"2026-04-20 14:03:16",0.0000,0.0000,,,,,,,,,,,,,,
EVD1072PT,"DARK BROWN",ACTIVE,,0.0000,,35.0000,0.0000,0.0000,0.0000,0.0000,adrian,"2026-04-20 14:11:57",FW26,0.00,52.00,0.00,52.00,"ELEVATOR DISCO","26 SEP",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,PT,"CAMILLA POLKA MIDI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-08 09:41:37",Import,,0.0000,,,,,,,,,N,1224,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,"2026-03-18 00:00:00","2026-04-27 00:00:00",,,,,,,,"DARK BROWN",0,,,,"2026-04-20 14:11:15",,0,0,,,,,,,0.00,-52.00,0.00,0.00,,,"2026-04-20 14:11:57",0.0000,0.0000,,,,,,,,,,,,"2026-09-04 00:00:00","2026-09-04 00:00:00",
EVD1073,BLACK,DROP,,0.0000,,41.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 SEP",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MISS ME VELVET DRESS",DRESSES,,,,,,,,,adrian,"2026-05-21 15:29:05",,,0.0000,,"PRINTED VELVET",,,,,,,N,1068,Style,0.0000,N,0.00,114.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,BLACK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1076,PINK,DROP,,28.5000,,46.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 JUL",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ROSEMARY MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-22 09:33:18",,,0.0000,,"POLY WOVEN",,,,,,,N,1009,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-13 00:00:00","2026-04-24 00:00:00",,,,,,,,PINK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1077,"LIGHT BROWN",DROP,,0.0000,,32.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 AUG",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CLEO MINI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-21 15:25:06",,,0.0000,,"PRINTED CHIFFON",,,,,,,N,1050,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,"LIGHT BROWN",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1078,"LIGHT BROWN",ACTIVE,,19.4000,,41.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,214.00,0.00,250.00,"ELEVATOR DISCO","26 AUG",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"LIVE MAXI LEO DRESS",DRESSES,,,,,,,,,Marie,"2026-06-11 11:03:27",,,0.0000,,"PRINTED CHIFFON",,,,,,,N,1049,Style,0.0000,N,0.00,114.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-22 13:54:25","2026-05-14 00:00:00",,,,,,,,"LIGHT BROWN",0,,,,,"2026-07-16 00:00:00",0,0,,,,"2026-07-16 00:00:00",,,0.00,-214.00,36.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,"2026-06-18 00:00:00","2026-06-18 00:00:00",
EVD1081,BLACK,ACTIVE,,14.9500,,39.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,18.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"BROOKLYN DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1658,Style,0.0000,,,112.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-06-16 00:00:00",,,,,,,,,BLACK,0,,,,,,0,0,,,,,,,0.00,-18.00,-18.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1081,RED,ACTIVE,,14.9500,,39.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"BROOKLYN DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1657,Style,0.0000,,,112.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,RED,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1082,WHITE,ACTIVE,,16.2000,,0.0000,0.0000,0.0000,0.0000,0.0000,design,"2026-06-22 13:41:34",,0.00,0.00,0.00,0.00,"ELEVATOR DISCO",,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-L,,DRESSES,,,,,,,,,design,"2026-06-22 13:41:43",Import,,0.0000,,,,,,,,,N,1707,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,,,,,,,,,,WHITE,0,,,,"2026-06-22 13:41:22",,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-06-22 13:41:34",0.0000,0.0000,,,,,,,,,,,,,,
EVD1091,BLACK,DROP,,0.0000,,35.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 SEP",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ANGIE STRIPED POLO DRESS",DRESSES,,,,,,,,,adrian,"2026-05-21 17:11:26",,,0.0000,,"BRUSHED RIBBED JERSE",,,,,,,N,1064,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-04-01 00:00:00",,,,,,,,,BLACK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1092,WHITE,ACTIVE,,16.8000,,0.0000,0.0000,0.0000,0.0000,0.0000,design,"2026-06-22 13:42:16",,0.00,0.00,0.00,0.00,"ELEVATOR DISCO",,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-L,,DRESSES,,,,,,,,,design,"2026-06-22 13:42:27",Import,,0.0000,,,,,,,,,N,1708,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,,,,,,,,,,WHITE,0,,,,"2026-06-22 13:41:52",,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-06-22 13:42:16",0.0000,0.0000,,,,,,,,,,,,,,
EVD1092A,BLUE,ACTIVE,,23.2000,,0.0000,0.0000,0.0000,0.0000,0.0000,design,"2026-06-22 13:43:01",,0.00,0.00,0.00,0.00,"ELEVATOR DISCO",,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-L,,DRESSES,,,,,,,,,design,"2026-06-22 13:43:08",Import,,0.0000,,,,,,,,,N,1709,Style,0.0000,N,0.00,0.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,,,,,,,,,,BLUE,0,,,,"2026-06-22 13:42:42",,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-06-22 13:43:01",0.0000,0.0000,,,,,,,,,,,,,,
EVD1100,"DARK BROWN",DROP,,0.0000,,29.0000,0.0000,0.0000,0.0000,0.0000,yosup,"2026-04-09 15:40:57",FW26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 SEP",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"FRANCESCA MAXI DRESS",DRESSES,,,,,,,,,adrian,"2026-05-21 15:29:17",,,0.0000,,"PRINTED VELVET",,,,,,,N,1089,Style,0.0000,N,0.00,88.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,"DARK BROWN",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-04-09 15:40:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1106,SLATE,ACTIVE,,28.5100,,49.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 NOV",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,ROSEMARY,,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1608,Style,0.0000,,,138.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,SLATE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1107,BERRY,ACTIVE,,26.2000,,49.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,6.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"DILLA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1659,Style,0.0000,,,138.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-06-16 00:00:00",,,,,,,,,BERRY,0,,,,,,0,0,,,,,,,0.00,-6.00,-6.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1109,BLUSH,ACTIVE,,17.5000,,41.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"EVELIA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1562,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,BLUSH,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1110,CHAMPAGNE,ACTIVE,,22.5000,,42.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,30.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ANASTASIA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1649,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-06-10 00:00:00",,,,,,,,,,0,,,,,,0,0,,,,,,,0.00,-30.00,-30.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1110,MINT,ACTIVE,,,,,,,,,design,"2026-06-22 13:38:57",,0.00,0.00,0.00,0.00,"ELEVATOR DISCO",,,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-L,,DRESSES,,,,,,,,,design,"2026-06-22 13:38:56",Import,,,,,,,,,,,N,1704,Style,0.0000,N,,0.0000,,,,,,,,,,0.00,0.00,0.00,,,,,N,,,,,,PO,,,,,,,,,,,,,,,MINT,0,,,,"2026-06-22 13:38:43",,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-06-22 13:38:57",0.0000,0.0000,,,,,,,,,,,,,,
EVD1110,"RED BLACK",ACTIVE,,22.5000,,42.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ANASTASIA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1660,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,"RED BLACK",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1115,FLORAL,ACTIVE,,16.5000,,35.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ANYA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1563,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,FLORAL,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1118,RED,ACTIVE,,14.5000,,36.0000,0.0000,0.0000,0.0000,0.0000,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"JULIETTE DRESS",,,,,,,,,,design,"2026-05-26 11:26:02",,,0.0000,,,,,,,,,N,1644,Style,0.0000,N,0.00,98.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,,,,,,,,,,RED,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1119,BLUSH,ACTIVE,,20.2000,,46.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,12.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ELARA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1561,Style,0.0000,,,128.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-06-10 00:00:00",,,,,,,,,BLUSH,0,,,,,,0,0,,,,,,,0.00,-12.00,-12.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1122,BLUSH,ACTIVE,,15.2500,,40.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,12.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CORALIE DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1560,Style,0.0000,,,112.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-06-16 00:00:00",,,,,,,,,BLUSH,0,,,,,,0,0,,,,,,,0.00,-12.00,-12.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1129,"PINK MULTI",ACTIVE,,22.7000,,42.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"VIENNE MINI DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1558,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-06-10 00:00:00",,,,,,,,,"PINK MULTI",0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1133,BLACK,ACTIVE,,22.3000,,46.0000,0.0000,0.0000,0.0000,0.0000,adrian,"2026-05-22 10:43:21",HOL26,0.00,60.00,0.00,6.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MILLIE DRESS",,,,,,,,,,design,"2026-05-26 11:31:23",,,0.0000,,,,,,,,,N,1646,Style,0.0000,N,0.00,128.0000,,,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,,,,,N,1-2-2-1,,,,,,,,,,,"2026-06-24 00:00:00","2026-06-10 00:00:00",,,,,,,,BLACK,0,,,,,"2026-09-22 00:00:00",0,0,,,,"2026-09-22 00:00:00",,,0.00,-60.00,-54.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,"2026-09-11 00:00:00","2026-09-11 00:00:00",
EVD1133,BROWN,ACTIVE,,22.3000,,46.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MILLIE DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1593,Style,0.0000,,,128.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,BROWN,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1134,BLUE,ACTIVE,,18.9000,,35.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,6.00,0.00,0.00,"ELEVATOR DISCO","26 NOV",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"EIRA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1623,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-05-26 00:00:00",,,,,,,,,BLUE,0,,,,,,0,0,,,,,,,0.00,-6.00,-6.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1135,WHITE,ACTIVE,,14.5000,,34.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CHARLIE DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1569,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1136,WHITE,ACTIVE,,,,42.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"MILLER DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1566,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1137,"WINE MULTI",ACTIVE,,23.7000,,43.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,6.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"AUDREY DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1655,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,"2026-05-27 00:00:00",,,,,,,,,"WINE MULTI",0,,,,,,0,0,,,,,,,0.00,-6.00,-6.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1138,SLATE,ACTIVE,,23.0000,,42.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 NOV",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ROSIE DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1612,Style,0.0000,,,118.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,SLATE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1139,SLATE,ACTIVE,,31.6000,,46.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 NOV",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"ROSALINE DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1611,Style,0.0000,,,128.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,SLATE,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1143,PLUM,ACTIVE,,15.0000,,35.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 OCT",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"CAMILLA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1654,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,PLUM,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
EVD1146,PINK,ACTIVE,,18.0000,,35.0000,,,,,adrian,"2026-05-22 10:43:21",HOL26,0.00,0.00,0.00,0.00,"ELEVATOR DISCO","26 DEC",,,,,,,0.0000,0.0000,0.0000,0.0000,,,,,,,,,,0,0,,,Style,XS-XL,"LALA DRESS",,,,,,,,,,adrian,"2026-05-22 10:43:21",,,,,,,,,,,,,1576,Style,0.0000,,,98.0000,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,PINK,0,,,,,,0,0,,,,,,,0.00,0.00,0.00,0.00,,,"2026-05-22 10:43:21",0.0000,0.0000,,,,,,,,,,,,,,
