count,invoiceNo,status,invoiceDate,cancelDate,customer,billTo,shipTo,shipToStore,dc,subtotal,misc,discount,freight,total,paidAmt,payDiscount,payWriteOff,cmPaidAmt,cmPayDiscount,cmPayWriteOff,term,shipVia,factor,division,bol,paymentNo,customerPoNo,taxRate1,taxRate2,paymentCode,lastPmtDate,soType,voidReason,style,color,imageURL,warehouse,unit1,unit2,unit3,unit4,unit5,unit6,unit7,unit8,unit9,unit10,unit11,unit12,unit13,unit14,unit15,totalUnit,price,extPrice,taxRate,soNo,sosNo,memo,salesRep1,salesRep2,comRate1,comRate2,sodTotalUnit,sodCancelDate,orderNo,userTime,printCount,houseMemo,createUser,createTime,cmNo,account,memoCode,voidDate,dept,user1,user2,user3,user4,userfDate,boxCount,weight,citAppCode,taxCode1,tax1,taxCode2,tax2,salesRep3,comRate3,salesRep4,comRate4,salesRep5,comRate5,factorBatchNo,rgNote,ediSend,ediSentDate,factorEdi,factorEdiDate,citRef,shipDate,trackingNo,qbBatchNo,qbBatchDate,sacPercent,termPaymentDisc,tax,orderDecision,ediFileName,stoPoNo,stoPiNo,pickNo,invdMemo,sodPrice,sodExtPrice,sodStatus,pickOpen,pickClosed,sosOpen,sosClosed,invoice,balance,line,bundle,pcsPerBundle,bundlePerBox,pcsPerBox,numbox,bun1,bun2,bun3,bun4,bun5,bun6,bun7,bun8,bun9,bun10,bun11,bun12,bun13,bun14,bun15,ratioId,footer1,footer2,footer3,footer4,footer5,footer6,footer7,footer8,fabricType,fabDiscript,fabContent,descript,hsTariffNo,sizeWholeComp,termName,shipviaName,paycodeName,citRefNo,payCreditApplied,scanPackhNumBox,store,storeName,email,noneInventory,discountRate,stylePrice,currencyRate,soldInvoiceNo,userName,lastPrintDate,custName,sz1,sz2,sz3,sz4,sz5,sz6,sz7,sz8,sz9,sz10,sz11,sz12,sz13,sz14,sz15,shipmentDate,orderDate,type,reference,dt,cmBal,writeOffAmt,barcode,chk,payAmt,applyAmt,pnRef,coo,ciMemo,sAdd1,sAdd2,sCity,sState,sZip,sName,sCountry,sPhone1,sFax1,commPaid,comPaid,comm1paid,comm2paid,customerName,soCancelDate,price1,price2,price3,qbCmBatchNo,resultMessage,newSoStyleColors,numBundle,cardNum,binLocation,id,cfederalId,cAdd1,cAdd2,cCity,cState,cZip,cName,cCountry,cPhone1,cFax1,dAdd1,dAdd2,dCity,dState,dZip,dName,dCountry,dPhone1,dFax1,invoiceBySo,void,color_price
0,314,Closed,7/1/2026 15:16,7/1/2026 15:16,STUDIO 4 THREADS,STUDIO 4 THREADS,STUDIO 4 THREADS,Y,                    ,438,0,0,18.81,456.81,456.81,0,0,,,,                    ,UPSG,,ELEVATOR DISCO,,,265388195-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,18,,,,,185,,SALES,                    ,0.13,0,,,1424,7/1/2026 16:04,2,,esther,7/1/2026 15:17,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80316706321,,,,,,,,,,299,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maria@studio4threads.com,,,,,,esther,7/1/2026 16:04,STUDIO 4 THREADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,313,Closed,7/1/2026 15:05,7/1/2026 15:05,RUSE FASHION,RUSE FASHION,RUSE FASHION,Y,                    ,708,0,0,18.81,726.81,726.81,0,0,,,,                    ,UPSG,,ELEVATOR DISCO,,,279030296-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,30,,,,,186,,SALES,                    ,0.13,0,,,1447,7/1/2026 15:35,3,,adrian,7/1/2026 15:05,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80323167043,,,,,,,,,,306,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shoprusefashion@gmail.com,,,,,,esther,7/1/2026 15:35,RUSE FASHION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,312,Open,6/25/2026 0:00,8/9/2026 0:00,LULUS,,LULUS,Y,                    ,10613,0,0,0,10613,,,,,,,NET45,CITY BUSINESS,                    ,FREESIA,,,223344,,,ACH,,PRIVATE LABEL,                    ,,,,STANFORD,,,,,,,,,,,,,,,,685,,,,,,OVERAGE CFM W/ DISCOUNT 6/8,                    ,                    ,0,0,,,178,7/1/2026 13:55,2,,mike,7/1/2026 11:28,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,10613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORDERS@LULUS.COM,,,,,,mike,7/1/2026 13:55,LULU'S FASHION LOUNGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,311,Open,6/19/2026 0:00,7/19/2026 0:00,12TH TRIBE,,12TH TRIBE,Y,                    ,5777.1,50,0,635,6462.1,,,,,,,NET30,SOUTHWEST,                    ,FREESIA,,,10630,,,ACH,,PRIVATE LABEL,                    ,,,,STANFORD,,,,,,,,,,,,,,,,365,,,,,,$1 BOAT / UNIT    $0.50 / UNIT TARIFF   $50 LOCAL TRUCKING,                    ,                    ,0,0,,,1697,6/30/2026 17:05,3,,mike,6/30/2026 17:01,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,6462.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance@12thtribe.com,,,,,,mike,6/30/2026 17:05,12TH TRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,310,Open,6/19/2026 0:00,7/19/2026 0:00,12TH TRIBE,,12TH TRIBE,Y,                    ,5064.76,50,0,254,5368.76,,,,,,,NET30,SOUTHWEST,                    ,FREESIA,,,10625,,,ACH,,PRIVATE LABEL,                    ,,,,STANFORD,,,,,,,,,,,,,,,,254,,,,,,$1 BOAT / UNIT   $0.50 / UNIT TARIFF   $50 LOCAL TRUCKING,                    ,                    ,0,0,,,1696,6/30/2026 17:07,4,,mike,6/30/2026 16:57,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,5368.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance@12thtribe.com,,,,,,mike,6/30/2026 17:07,12TH TRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,308,Open,6/19/2026 0:00,7/19/2026 0:00,12TH TRIBE,,12TH TRIBE,Y,                    ,3967.22,50,0,293,4310.22,,,,,,,NET30,SOUTHWEST,                    ,FREESIA,,,10598,,,ACH,,PRIVATE LABEL,                    ,,,,STANFORD,,,,,,,,,,,,,,,,293,,,,,,$1 BOAT / UNIT     $0.50 / UNIT TARIFF      $50 LOCAL TRUCKING,                    ,                    ,0,0,,,1695,6/30/2026 17:06,4,,mike,6/30/2026 16:39,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4310.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance@12thtribe.com,,,,,,mike,6/30/2026 17:06,12TH TRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,307,Closed,6/30/2026 16:28,6/30/2026 16:28,AVE LIV,AVE LIV,AVE LIV,Y,                    ,456,0,0,24,480,480,0,0,,,,                    ,UPSG,,ELEVATOR DISCO,,,281259024-2,,,CREDIT CARD,6/30/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,18,,,,,178,,SALES,                    ,0.13,0,,,1514,6/30/2026 16:36,1,,shipping,6/30/2026 16:28,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80345466232,,,,,,,,,,288,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aveandlivvie@gmail.com,,,,,,shipping,6/30/2026 16:36,MELISSA TAYLOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,306,Closed,6/30/2026 16:20,6/30/2026 16:20,ALICE WONDER,ALICE WONDER,ALICE WONDER,Y,                    ,1008,0,0,19.43,1027.43,1027.43,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,269437842,,,CREDIT CARD,6/30/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,48,,,,,175,,SALES,                    ,0.13,0,,,1413,6/30/2026 16:24,1,,adrian,6/30/2026 16:20,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80337699612,,,,,,,,,,284,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ali@aliceandwonder.com,,,,,,adrian,6/30/2026 16:24,ALICE WONDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,304,Open,6/30/2026 13:20,6/30/2026 13:20,ALIXANDRA COLLECTION,ALIXANDRA COLLECTION,ALIXANDRA COLLECTION,Y,                    ,1080,0,0,19.67,1099.67,0,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,277694004-2,,,CREDIT CARD,,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,36,,,,,179,,SALES,                    ,0.13,0,,,1437,6/30/2026 13:38,,,mike,6/30/2026 13:20,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80315994290,,,,,,,,,,286,,,,,,,,,,1099.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alix@shopalix.com,,,,,,mike,,ALIXANDRA COLLECTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,303,Open,6/29/2026 16:15,8/28/2026 16:15,BLOOMINGDALES,,231,Y,                    ,3410.4,0,0,0,3410.4,,,,,,,NET60,                    ,,ELEVATOR DISCO,,,6884202,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,175,,,,,177,,                    ,                    ,0,0,,,1628,6/29/2026 16:25,1,,shipping,6/29/2026 16:15,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,                                                  ,,,,,,,,,,285,,,,,,,,,,3410.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,6/29/2026 16:25,BLOOMINGDALE'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,302,Closed,6/29/2026 16:14,6/29/2026 16:14,KimberlyTippin,KimberlyTippin,KimberlyTippin,Y,,88,0,0,0,88,88,0,0,,,,PREPAY,UPSG,                    ,ELEVATOR DISCO,,,6.80164E+12,,,SHOPIFY,6/29/2026 16:14,SHOPIFY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,1,,,,,,,                    ,                    ,0,0,,,1853,6/29/2026 16:14,,,administrator,6/29/2026 16:14,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,administrator,,Kimberly Tippin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,301,Closed,6/29/2026 16:09,6/29/2026 16:09,NataliaGajecki,NataliaGajecki,NataliaGajecki01,Y,,58,0,0,0,58,58,0,0,,,,PREPAY,UPSG,                    ,ELEVATOR DISCO,,,6.79961E+12,,,SHOPIFY,6/29/2026 16:09,SHOPIFY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,1,,,,,,,                    ,                    ,0,0,,,1852,6/29/2026 16:09,,,administrator,6/29/2026 16:09,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngajecki@icloud.com,,,,,,administrator,,Natalia Gajecki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,300,Open,6/29/2026 0:00,6/29/2026 0:00,URBAN OUT EDI TEST,                    ,188,Y,                    ,1515,0,0,0,1515,,,,,,,COD,CITY BUSINESS,                    ,ELEVATOR DISCO,8.10219E+15,,800022222,0,0,CREDIT CARD,,WEBSITE,                    ,,,,STANFORD,,,,,,,,,,,,,,,,65,,,,,,,                    ,                    ,0,0,,,1854,6/29/2026 11:10,,,hayeon,6/29/2026 11:10,0,,,,,,,,,,,,,          ,0,          ,0,,,,,,,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayeon,,URBAN OUT EDI TEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,299,Closed,6/29/2026 9:21,6/29/2026 9:21,NANI ROSE BOUTIQUE,                    ,NANI ROSE BOUTIQUE,Y,                    ,168,0,0,0,168,168,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,292029697-2,,,CREDIT CARD,6/29/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,6,,,,,169,,SALES,                    ,0.13,0,,,1388,6/29/2026 12:02,3,,mike,6/29/2026 9:22,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80314266275,,,,,,,,,,276,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mike,6/29/2026 12:02,NANI ROSE BOUTIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,298,Open,6/29/2026 9:11,8/13/2026 9:11,SHORT STORY,                    ,SHORT STORY,Y,                    ,4284,0,0,0,4284,,,,,,,NET45,FEDX,                    ,FREESIA,,,VRJHPR,,,ACH,,PRIVATE LABEL,                    ,,,,STANFORD,,,,,,,,,,,,,,,,252,,,,,,"SHIP VIA FEDEX
ACCOUNT # 655046453
USE PO # AS SHIPMENT REFERENCE",                    ,                    ,0,0,,,1660,6/29/2026 14:33,3,,mike,6/29/2026 9:11,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mike,6/29/2026 14:33,SHORT STORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,297,Closed,6/27/2026 12:07,6/27/2026 12:07,BEACH BARN,BEACH BARN,BEACH BARN,Y,                    ,1368,0,0,41.99,1409.99,1409.99,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,261586891-2,,,CREDIT CARD,6/27/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,48,,,,,170,,SALES,                    ,0.13,0,,,1395,6/29/2026 9:19,6,,mike,6/27/2026 12:07,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80300322284,,,,,,,,,,278,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ashley@beachbarnlbi.com,,,,,,mike,6/29/2026 9:19,BEACH BARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,296,Closed,6/27/2026 11:58,6/27/2026 11:58,SHOP REMI B,BILLING,SHOP REMI B,  ,SHOP REMI B,252,0,0,0,252,252,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,289596522-1,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,12,,,,,,,SALES,                    ,0.13,0,,,1762,7/1/2026 15:21,5,,mike,6/27/2026 11:58,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brittaney@shopremib.com,,,,,,mike,7/1/2026 15:21,SHOP REMI B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,295,Closed,6/27/2026 0:00,6/27/2026 0:00,SHOP REMI B,BILLING,SHOP REMI B,N,SHOP REMI B,294,0,0,15.05,309.05,309.05,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,289596522-2,,,CREDIT CARD,7/1/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,12,,,,,171,,SALES,                    ,0.13,0,,,1761,7/1/2026 15:20,4,,mike,6/27/2026 11:55,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80331948201,,,,,,,,,,279,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brittaney@shopremib.com,,,,,,mike,7/1/2026 15:20,SHOP REMI B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,294,Closed,6/26/2026 17:03,6/26/2026 17:03,HOUSE OF D,                    ,HOUSE OF D,Y,                    ,198,0,0,0,198,198,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,208088500,,,CREDIT CARD,6/26/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,6,,,,,,,                    ,                    ,0,0,,,1825,6/26/2026 17:04,1,,shipping,6/26/2026 17:03,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,houseofdboutique@outlook.com,,,,,,shipping,6/26/2026 17:04,HOUSE OF D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,293,Closed,6/26/2026 17:02,6/26/2026 17:02,HOUSE OF D,HOUSE OF D,HOUSE OF D,Y,                    ,456,0,0,26,482,482,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,262736141-2,,,CREDIT CARD,6/26/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,18,,,,,168,,                    ,                    ,0,0,,,1401,6/26/2026 17:05,1,,shipping,6/26/2026 17:02,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,1ZX016D80345379774,,,,,,,,,,274,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,houseofdboutique@outlook.com,,,,,,shipping,6/26/2026 17:05,HOUSE OF D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,292,Closed,6/26/2026 16:44,6/26/2026 16:44,VOEMA,VOEMA,VOEMA,Y,                    ,210,0,0,0,210,210,0,0,,,,PREPAY,UPSG,,ELEVATOR DISCO,,,290852326-2,,,CREDIT CARD,6/26/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,6,,,,,,,                    ,                    ,0,0,,,1624,6/26/2026 16:45,1,,shipping,6/26/2026 16:45,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raisa@voemaboutique.com,,,,,,shipping,6/26/2026 16:45,VOEMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,291,Closed,6/26/2026 16:42,6/26/2026 16:42,VOEMA,VOEMA,VOEMA,Y,                    ,882,0,0,48,930,930,0,0,,,,                    ,UPSG,,ELEVATOR DISCO,,,278491927-1,,,CREDIT CARD,6/26/2026 0:00,SPECIALTY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,36,,,,,167,,                    ,                    ,0,0,,,1464,6/26/2026 16:43,1,,shipping,6/26/2026 16:42,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,                                                  ,,,,,,,,,,271,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raisa@voemaboutique.com,,,,,,shipping,6/26/2026 16:43,VOEMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,290,Closed,6/26/2026 16:24,6/26/2026 16:24,ClaireCallahan,ClaireCallahan,ClaireCallahan,Y,,68,0,0,0,68,68,0,0,,,,PREPAY,UPSG,                    ,ELEVATOR DISCO,,,6.79476E+12,,,SHOPIFY,6/26/2026 16:24,SHOPIFY,                    ,,,,STANFORD,,,,,,,,,,,,,,,,1,,,,,,,                    ,                    ,0,0,,,1851,6/26/2026 16:24,,,administrator,6/26/2026 16:24,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,callahanclaire875@gmail.com,,,,,,administrator,,Claire Callahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,289,Open,6/24/2026 16:32,8/23/2026 16:32,ANTHROPOLOGIE,                    ,ANTHRO KANSAS,Y,                    ,2760,0,0,0,2760,,,,,,,NET60,                    ,                    ,ELEVATOR DISCO,,,6764718,,,WIRE,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,60,,,,,,TICKET COLOR : CREAM,                    ,                    ,0,0,,,19,6/24/2026 16:33,1,,shipping,6/24/2026 16:32,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipping,6/24/2026 16:33,ANTHROPOLOGIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,288,Open,6/23/2026 11:32,7/23/2026 11:32,12TH TRIBE,                    ,12TH TRIBE,Y,                    ,2893.46,23,0,199,3115.46,,,,,,,NET30,SOUTHWEST,                    ,FREESIA,,,10372,,,ACH,,PRIVATE LABEL,                    ,,,,STANFORD,,,,,,,,,,,,,,,,199,,,,,,,                    ,                    ,0,0,,,1679,6/23/2026 11:37,3,,mike,6/23/2026 11:32,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,3115.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,finance@12thtribe.com,,,,,,mike,6/23/2026 11:37,12TH TRIBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,287,Open,5/12/2026 0:00,7/14/2026 0:00,BLOOMINGDALES,                    ,,  ,CITY OF INDUSTRY,246.4,0,0,0,246.4,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6077836,,,ACH,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,10,,,,,,INV# 012,                    ,                    ,0,0,,,1392,6/23/2026 10:55,2,,adrian,6/23/2026 10:54,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,246.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,6/23/2026 10:55,BLOOMINGDALE'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,286,Open,5/12/2026 0:00,7/14/2026 0:00,BLOOMINGDALES,                    ,,  ,CITY OF INDUSTRY,197.12,0,0,0,197.12,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6077836,,,ACH,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,8,,,,,,INV# 011,                    ,                    ,0,0,,,1392,6/23/2026 10:52,1,,adrian,6/23/2026 10:52,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,197.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,6/23/2026 10:52,BLOOMINGDALE'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,285,Open,5/12/2026 0:00,7/14/2026 0:00,BLOOMINGDALES,                    ,,  ,CITY OF INDUSTRY,197.12,0,0,0,197.12,,,,,,,NET60,UPSG,,ELEVATOR DISCO,,,6077836,,,ACH,,MAJOR,                    ,,,,STANFORD,,,,,,,,,,,,,,,,8,,,,,,INV# 010,                    ,                    ,0,0,,,1392,6/23/2026 10:50,1,,adrian,6/23/2026 10:50,0,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,197.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adrian,6/23/2026 10:50,BLOOMINGDALE'S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
